meddra_pt,prior
Pterygium,0.09276
Subconjunctival cyst,0.09276
Scleral pigmentation,0.09276
Cardio-respiratory distress,0.09276
Hypoglycaemia neonatal,0.09276
Fever neonatal,0.09276
Vomiting neonatal,0.09276
Bradycardia foetal,0.09276
Sepsis neonatal,0.09276
Blood urea decreased,0.09276
Neonatal infection,0.09276
Neonatal tachypnoea,0.09276
Respiratory disorder neonatal,0.09276
Polydipsia psychogenic,0.09276
Blood sodium abnormal,0.09276
Paracoccidioides infection,0.09276
Microcytosis,0.09276
Granuloma annulare,0.09276
Choluria,0.09276
Chest X-ray normal,0.09276
Anion gap increased,0.09276
Brain herniation,0.09276
Bronchial disorder,0.09276
Chronic fatigue syndrome,0.09276
Plasma cell leukaemia,0.09276
Listeriosis,0.09276
Mastoiditis,0.09276
Radiculitis,0.09276
Vulval ulceration,0.09276
Hyperviscosity syndrome,0.09276
Hepatic haemorrhage,0.09276
Epididymal tenderness,0.09276
Cardiac amyloidosis,0.09276
Cytomegalovirus hepatitis,0.09276
Mantle cell lymphoma,0.09276
Eyelid infection,0.09276
Jessner's lymphocytic infiltration,0.09276
Vestibular neuronitis,0.09276
Dacryoadenitis acquired,0.09276
Blood test abnormal,0.09276
Anal sphincter atony,0.09276
Lymphocytic infiltration,0.09276
Brain stem syndrome,0.09276
Blood uric acid abnormal,0.09276
Platelet aggregation increased,0.09276
Deafness bilateral,0.09276
Acute disseminated encephalomyelitis,0.09276
Histiocytosis haematophagic,0.09276
Herpes simplex encephalitis,0.09276
Insulin C-peptide increased,0.09276
Pneumonia mycoplasmal,0.09276
Parainfluenzae virus infection,0.09276
Gastroenteritis adenovirus,0.09276
Fungal sepsis,0.09276
Enterococcal bacteraemia,0.09276
Escherichia bacteraemia,0.09276
Carotid artery stenosis,0.09276
Hypertensive encephalopathy,0.09276
Malignant ovarian cyst,0.09276
Gastric cancer,0.09276
N-acetylglutamate synthase deficiency,0.09276
Hydroureter,0.09276
Transverse sinus thrombosis,0.09276
Eye naevus,0.09276
Lid sulcus deepened,0.09276
Anterior chamber pigmentation,0.09276
Pigment dispersion syndrome,0.09276
Dark circles under eyes,0.09276
Lumbar radiculopathy,0.09276
pH urine increased,0.09276
Immunosuppressant drug level increased,0.09276
Infusion site urticaria,0.09276
Carotid artery thrombosis,0.09276
Cervix neoplasm,0.09276
Electrocardiogram QT shortened,0.09276
Calcium metabolism disorder,0.09276
Thyroid cancer,0.09276
Chronic leukaemia,0.09276
Enophthalmos,0.09276
Trichorrhexis,0.09276
Conjunctival bleb,0.09276
Pica,0.09276
Mechanical urticaria,0.09276
Urticaria physical,0.09276
Gastroenteritis salmonella,0.09276
Neoplasm progression,0.09276
Blood gonadotrophin decreased,0.09276
Glucocorticoids decreased,0.09276
Drug level changed,0.09276
Aortic valve sclerosis,0.09276
Anal candidiasis,0.09276
Dermatophytosis,0.09276
Staphylococcal scalded skin syndrome,0.09276
Deficiency of bile secretion,0.09276
Epidermal growth factor receptor decreased,0.09276
Pelvic abscess,0.09276
Scleral disorder,0.09276
Viral pharyngitis,0.09276
Anastomotic leak,0.09276
Infusion site oedema,0.09276
Infusion site warmth,0.09276
Urinary sediment present,0.09276
Choroidal effusion,0.09276
Catheter site related reaction,0.09276
Post procedural diarrhoea,0.09276
Semen volume decreased,0.09276
Hyperparathyroidism primary,0.09276
Arterial disorder,0.09276
Ureterostomy site discomfort,0.09276
Spinal disorder,0.09276
Pseudohyperkalaemia,0.09276
Systemic candida,0.09276
Frustration,0.09276
Urethral syndrome,0.09276
Ocular vascular disorder,0.09276
Hypotonic-hyporesponsive episode,0.09276
Osteocalcin increased,0.09276
Vascular graft occlusion,0.09276
Haematology test abnormal,0.09276
Foreign body,0.09276
Medical device discomfort,0.09276
Coital bleeding,0.09276
Bloody discharge,0.09276
Post procedural discharge,0.09276
Encephalitis cytomegalovirus,0.09276
Ischaemic cerebral infarction,0.09276
Dementia with Lewy bodies,0.09276
Abdominal hernia,0.09276
Gouty tophus,0.09276
Nail hypertrophy,0.09276
Dilatation atrial,0.09276
Anal skin tags,0.09276
Venous pressure jugular increased,0.09276
Gastrointestinal fungal infection,0.09276
Abdominal strangulated hernia,0.09276
Vessel puncture site inflammation,0.09276
Connective tissue inflammation,0.09276
Peripheral artery aneurysm,0.09276
Intracardiac thrombus,0.09276
Metastatic renal cell carcinoma,0.09276
Oesophageal discomfort,0.09276
Aortic disorder,0.09276
Bronchioloalveolar carcinoma,0.09276
Pelvic fracture,0.09276
Cervical vertebral fracture,0.09276
Renal mass,0.09276
Warm type haemolytic anaemia,0.09276
Intracranial venous sinus thrombosis,0.09276
Chondrocalcinosis,0.09276
Enterobacter sepsis,0.09276
Prostate cancer metastatic,0.09276
Neutrophilic dermatosis,0.09276
Lymphoma cutis,0.09276
Aphakia,0.09276
Cyclothymic disorder,0.09276
Cystocele,0.09276
Endometrial neoplasm,0.09276
Fibroma,0.09276
Female reproductive neoplasm,0.09276
Leiomyoma,0.09276
Pyometra,0.09276
Tricuspid valve incompetence,0.09276
Uterine prolapse,0.09276
Motor neurone disease,0.09276
Clubbing,0.09276
Hepatitis B surface antigen positive,0.09276
Rectocele,0.09276
Anal spasm,0.09276
Parathyroid tumour benign,0.09276
Microangiopathy,0.09276
Varicose veins vulval,0.09276
Breast fibrosis,0.09276
Uterine mass,0.09276
Pulmonary granuloma,0.09276
Dactylitis,0.09276
Perineal injury,0.09276
Fallopian tube cyst,0.09276
Uterine cervical squamous metaplasia,0.09276
Hypochromasia,0.09276
Adenomyosis,0.09276
Genital injury,0.09276
5'nucleotidase increased,0.09276
Ultrasound breast abnormal,0.09276
Vaginal wall congestion,0.09276
Urinary bladder polyp,0.09276
Extremity contracture,0.09276
Thoracic vertebral fracture,0.09276
Adnexa uteri cyst,0.09276
Hydrometra,0.09276
Adnexa uteri mass,0.09276
Vaginal erosion,0.09276
Pedal pulse decreased,0.09276
Breast fibroma,0.09276
Colpocele,0.09276
Ultrasound ovary abnormal,0.09276
Malformation venous,0.09276
Wandering pacemaker,0.09276
Iron binding capacity total,0.09276
Urine electrolytes abnormal,0.09276
End stage AIDS,0.09276
Meningitis viral,0.09276
Sweat gland tumour,0.09276
Tongue neoplasm,0.09276
Proctitis herpes,0.09276
Infective myositis,0.09276
Anaplastic large-cell lymphoma,0.09276
Bronchitis bacterial,0.09276
Metastases to peritoneum,0.09276
Bile duct cancer,0.09276
Neisseria infection,0.09276
Sinobronchitis,0.09276
Aortic arteriosclerosis,0.09276
Nasopharyngeal cancer,0.09276
Paraproteinaemia,0.09276
Shock haemorrhagic,0.09276
Globulins decreased,0.09276
Sebaceous hyperplasia,0.09276
Blood insulin decreased,0.09276
Insulin C-peptide decreased,0.09276
Oral papilloma,0.09276
Glomerulonephritis rapidly progressive,0.09276
Antineutrophil cytoplasmic antibody positive,0.09276
Insulin autoimmune syndrome,0.09276
"Extranodal NK/T-cell lymphoma, nasal type",0.09276
Malignant histiocytosis,0.09276
Urticaria vesiculosa,0.09276
Protein-losing gastroenteropathy,0.09276
Intra-abdominal haematoma,0.09276
Systemic lupus erythematosus rash,0.09276
Platelet aggregation abnormal,0.09276
Enterocolitis infectious,0.09276
Chylothorax,0.09276
Small intestinal perforation,0.09276
Blood magnesium increased,0.09276
Abdominal wall abscess,0.09276
Vena cava thrombosis,0.09276
Infected bites,0.09276
Alanine aminotransferase normal,0.09276
Venomous bite,0.09276
Immediate post-injection reaction,0.09276
Lentigo,0.09276
Scar pain,0.09276
Rectal abscess,0.09276
Gingival abscess,0.09276
Apoptosis,0.09276
Pancreatic abscess,0.09276
Perineal abscess,0.09276
Splinter haemorrhages,0.09276
Abdominal sepsis,0.09276
Helicobacter gastritis,0.09276
Gastric ulcer helicobacter,0.09276
Electrocardiogram repolarisation abnormality,0.09276
Blue toe syndrome,0.09276
Hepatic vein thrombosis,0.09276
Mallory-Weiss syndrome,0.09276
Pityriasis lichenoides et varioliformis acuta,0.09276
Retinal pigment epithelial tear,0.09276
Sphincter of Oddi dysfunction,0.09276
Glioblastoma,0.09276
Histiocytosis,0.09276
Hypogonadism male,0.09276
Renal vein thrombosis,0.09276
Glomerulonephropathy,0.09276
Lymphorrhoea,0.09276
Renal artery thrombosis,0.09276
Renal haemorrhage,0.09276
Perirenal haematoma,0.09276
Chronic hepatic failure,0.09276
Lymphangioleiomyomatosis,0.09276
Blood follicle stimulating hormone increased,0.09276
Graft thrombosis,0.09276
Incision site pain,0.09276
Perinephric collection,0.09276
Localised intraabdominal fluid collection,0.09276
Infection reactivation,0.09276
Multifocal motor neuropathy,0.09276
Allodynia,0.09276
Sensorimotor disorder,0.09276
Neuromuscular toxicity,0.09276
Radicular pain,0.09276
Eosinophilic pustular folliculitis,0.09276
Blood cortisol increased,0.09276
Blood iron abnormal,0.09276
Anaesthetic complication,0.09276
Beta 2 microglobulin increased,0.09276
Beta 2 microglobulin urine increased,0.09276
Unwanted awareness during anaesthesia,0.09276
Recurrence of neuromuscular blockade,0.09276
Application site infection,0.09276
Application site pustules,0.09276
Hypoaldosteronism,0.09276
Wound haematoma,0.09276
Aplasia cutis congenita,0.09276
Cardiac valve replacement complication,0.09276
Hypotonia neonatal,0.09276
Disseminated tuberculosis,0.09276
Aerophagia,0.09276
Pulmonary function test abnormal,0.09276
Carotene decreased,0.09276
Neutrophil percentage increased,0.09276
Vitamin E decreased,0.09276
Vitamin K decreased,0.09276
Inappropriate affect,0.09276
Dyspnoea at rest,0.09276
Genital infection male,0.09276
Infusion site hypersensitivity,0.09276
Infusion site paraesthesia,0.09276
Plantar erythema,0.09276
Enterocutaneous fistula,0.09276
Ileal perforation,0.09276
Hyperalbuminaemia,0.09276
Bronchial haemorrhage,0.09276
Acne pustular,0.09276
Oral mucosa erosion,0.09276
Nail bed infection,0.09276
Mucosal erosion,0.09276
Alanine aminotransferase abnormal,0.09276
Incision site haematoma,0.09276
Laryngeal haemorrhage,0.09276
Epiglottitis,0.09276
Pancreatic insufficiency,0.09276
Psychiatric decompensation,0.09276
Aspermia,0.09276
Lipase abnormal,0.09276
Salmonella sepsis,0.09276
Congenital renal cyst,0.09276
Dermatillomania,0.09276
Phantom pain,0.09276
Genital burning sensation,0.09276
Asymptomatic bacteriuria,0.09276
Rhinitis ulcerative,0.09276
Nasal odour,0.09276
Mucosal excoriation,0.09276
Calcium deficiency,0.09276
Diabetic autonomic neuropathy,0.09276
Tonsillar disorder,0.09276
Retinopathy proliferative,0.09276
Osteosarcoma metastatic,0.09276
Thought blocking,0.09276
Blood creatine phosphokinase MM increased,0.09276
Reperfusion injury,0.09276
Retroperitoneal haematoma,0.09276
Puncture site reaction,0.09276
Type III immune complex mediated reaction,0.09276
Beckwith-Wiedemann syndrome,0.09276
Hydrocele,0.09276
Subdural effusion,0.09276
Respiratory depth increased,0.09276
Breech presentation,0.09276
Hyperemesis gravidarum,0.09276
HELLP syndrome,0.09276
Obstetric procedure complication,0.09276
Complication of delivery,0.09276
Genital discomfort,0.09276
Cystitis viral,0.09276
Costovertebral angle tenderness,0.09276
Tympanic membrane hyperaemia,0.09276
Lymph node abscess,0.09276
Submandibular mass,0.09276
Body fat disorder,0.09276
Amylase decreased,0.09276
Cardiac discomfort,0.09276
Cerebral artery stenosis,0.09276
Hypnopompic hallucination,0.09276
Hormone-dependent prostate cancer,0.09276
Stargardt's disease,0.09276
Prostatic acid phosphatase increased,0.09276
Suture related complication,0.09276
Pneumomediastinum,0.09276
Aspergilloma,0.09276
Tracheal fistula,0.09276
Activated partial thromboplastin time shortened,0.09276
Prehypertension,0.09276
Photoonycholysis,0.09276
Haemobilia,0.09276
Protein C deficiency,0.09276
Chronic myelomonocytic leukaemia,0.09276
Oropharyngeal squamous cell carcinoma,0.09276
Impaired fasting glucose,0.09276
Antibody test negative,0.09276
Spontaneous haematoma,0.09276
Psoriatic arthropathy,0.09276
Diabetic foot infection,0.09276
Corneal dystrophy,0.09276
Vitreous prolapse,0.09276
Pupillary reflex impaired,0.09276
Pupillary deformity,0.09276
Retinal scar,0.09276
